symbol	hgnc_id	chr	diagnostic_category	coding_sequence_variant	frameshift_variant	inframe_deletion	inframe_insertion	initiator_codon_variant	missense_variant	splice_acceptor_variant	splice_donor_variant	stop_gained	stop_lost	stop_retained_variant	synonymous_variant	PTV_enrichment_p	power_median	s_het	observed_full	expected_full	enrich_all_p_full	enrich_mis_p_full	cluster_p_full	denovoWEST_p_full	observed_ud	expected_ud	enrich_all_p_ud	enrich_mis_p_ud	cluster_p_ud	denovoWEST_p_ud	denovoWEST_p_ud_synmod	gnomad_oe_syn	significant
ASXL1	18318	20	consensus	0	13	0	0	0	1	0	0	13	0	0	1	0	0.994035278	0.006105636	14.34545872	0.737137905	1.00E-14	1	NA	1.00E-14	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
ASXL3	29357	18	consensus	0	28	0	0	0	3	0	2	33	0	0	1	0	0.999311464	0.151399887	55.43708698	1.430788159	1.00E-14	1	0.844999155	1.00E-14	0.001	1.118906008	1	1	NA	1	NA	NA	TRUE
BCL11A	13221	2	consensus	0	10	0	0	0	7	0	0	6	0	0	0	0	0.76016652	0.253959391	15.98994869	0.698013714	1.00E-14	9.58E-05	0.000122	1.00E-14	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
CHD2	1917	15	consensus	0	5	0	0	0	13	3	2	12	0	0	1	0	0.999877171	0.172054038	29.64342949	2.468774918	1.00E-14	4.92E-08	3.00E-05	1.00E-14	0.001	1.930633177	1	1	NA	1	NA	NA	TRUE
CHD7	20626	8	consensus	0	13	1	0	0	23	2	2	16	0	0	2	1.11E-16	0.999999543	0.257032083	40.12316074	2.942132036	1.00E-14	1.16E-09	0.000102	1.00E-14	0.001	2.300808259	1	1	NA	1	NA	NA	TRUE
CTNNB1	2514	3	consensus	0	25	0	0	0	2	3	4	35	0	0	0	0	0.814222674	0.134469233	36.46510714	0.829110913	1.00E-14	0.149792323	0.015190985	1.00E-14	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
EFTUD2	30858	17	consensus	0	9	1	0	0	12	4	8	11	0	0	0	0	0.919101734	0.245036924	35.58870756	1.284427842	1.00E-14	1.58E-07	0.083606916	1.00E-14	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
EHMT1	24650	9	consensus	0	22	0	1	0	12	4	4	12	0	0	2	0	0.993815603	0.317746167	42.01095109	1.611347162	1.00E-14	0.000120944	0.435302565	1.00E-14	0.002	1.260106893	1	1	NA	1	NA	NA	TRUE
GATAD2B	30778	1	consensus	0	15	0	0	0	3	1	8	16	0	0	1	0	0.768181024	0.377546846	36.28223807	0.696504826	1.00E-14	0.03422383	0.001465999	1.00E-14	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
HDAC8	13315	X	consensus	0	1	0	0	0	14	2	3	6	0	0	1	0	0.394343237	0.100041523	8.222520775	0.137420807	1.00E-14	1.00E-14	0.151812848	1.00E-14	0.001	0.104667893	1	1	NA	1	NA	NA	TRUE
HIST1H1E	4718	6	consensus	0	11	0	0	0	5	0	0	0	0	0	1	0	0.035243276	NA	8.020392769	0.107171983	1.00E-14	0.000359578	0.368836631	1.00E-14	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
HNRNPU	5048	1	consensus	0	14	2	0	0	4	1	2	9	0	0	0	1.11E-16	0.875163389	0.232021496	25.85447954	0.93111612	1.00E-14	0.03564857	0.77951522	1.00E-14	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
IRF2BPL	14282	14	consensus	0	11	0	0	0	6	0	0	2	0	0	2	0	0.726256861	NA	9.896439964	0.53986646	1.00E-14	0.000974726	0.065630934	1.00E-14	0.002	0.422186766	1	1	NA	1	NA	NA	TRUE
KANSL1	24565	17	consensus	0	12	0	0	0	8	0	4	7	0	0	0	1.11E-16	0.968953084	0.120411244	13.81620492	0.633852959	1.00E-14	0.002692244	0.005263995	1.00E-14	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
KAT6A	13013	8	consensus	0	26	0	0	0	15	3	1	24	0	0	1	0	0.999783366	0.019887026	33.70949704	0.967006243	1.00E-14	4.56E-06	0.018632981	1.00E-14	0.001	0.756218933	1	1	NA	1	NA	NA	TRUE
KAT6B	17582	10	consensus	0	23	0	0	0	5	1	2	12	0	0	9	0	0.999347378	0.24825682	35.24702022	1.363600383	1.00E-14	0.184952319	0.255690744	1.00E-14	0.008	1.066363774	1	1	NA	1	NA	NA	TRUE
KDM5B	18039	1	discordant	0	2	1	0	0	13	0	3	14	0	0	3	0	0.999454163	0.014771041	13.87003776	1.039846584	1.00E-14	6.41E-07	0.03022297	1.00E-14	12.39626186	0.81318159	1.00E-14	3.77E-07	0.01008999	1.00E-14	NA	NA	TRUE
KMT2D	7133	12	consensus	0	24	1	1	0	20	2	7	18	0	0	4	0	1	0.099544336	32.99292361	2.332013497	1.00E-14	0.003526267	0.147967852	1.00E-14	0.004	1.82368291	1	1	NA	1	NA	NA	TRUE
MAGEL2	6814	15	consensus	0	11	0	0	0	1	0	0	7	0	0	0	0	0.637067818	0.127055702	8.876749894	0.223170193	1.00E-14	1	NA	1.00E-14	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
NEXMIF	29433	X	consensus	0	10	0	0	0	2	0	0	14	0	0	1	0	0.848246501	0.188089524	22.23717394	0.487710733	1.00E-14	0.097779593	0.985484015	1.00E-14	0.001	0.371469619	1	1	NA	1	NA	NA	TRUE
PDHA1	8806	X	consensus	0	8	0	1	0	13	2	0	2	0	0	1	0	0.304836277	0.114129508	14.30943183	0.307982985	1.00E-14	4.84E-14	0.025184975	1.00E-14	0.001	0.234578233	1	1	NA	1	NA	NA	TRUE
POGZ	18801	1	consensus	0	23	0	0	0	9	0	2	16	0	0	2	0	0.989153724	0.214954524	40.04979359	1.35647995	1.00E-14	0.000775084	0.031545968	1.00E-14	0.001	1.060795448	1	1	NA	1	NA	NA	TRUE
PURA	9701	5	consensus	0	24	17	1	0	21	0	0	13	0	0	2	1.11E-16	0.295295057	0.267126741	58.32520501	0.843856619	1.00E-14	1.00E-14	0.03962896	1.00E-14	0.001	0.659913374	1	1	NA	1	NA	NA	TRUE
SCN1A	10585	2	consensus	0	4	1	0	0	31	2	1	4	0	0	4	1.49E-12	0.999812374	0.420278129	25.97242177	2.08454372	1.00E-14	1.00E-14	0.587585412	1.00E-14	0.004	1.630156413	1	1	NA	1	NA	NA	TRUE
SETD5	25566	3	consensus	0	19	0	0	0	8	4	3	18	0	0	1	0	0.993590438	0.323656116	43.21843474	1.482967734	1.00E-14	0.00020282	8.70E-05	1.00E-14	0.001	1.159711518	1	1	NA	1	NA	NA	TRUE
SHANK3	14294	22	consensus	0	32	1	0	0	11	1	0	10	0	0	1	0	0.995903602	NA	28.68595706	1.27317272	1.00E-14	0.00442507	0.081986918	1.00E-14	0.001	0.995647467	1	1	NA	1	NA	NA	TRUE
SLC2A1	11005	1	consensus	0	4	2	0	0	13	1	0	4	0	0	1	2.22E-16	0.424615887	0.10455479	8.504051505	0.3481573	1.00E-14	9.79E-11	0.35995964	1.00E-14	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
SON	11183	21	consensus	0	20	0	0	0	4	0	0	4	0	0	1	0	0.999686365	0.124509623	15.09409571	1.134184923	1.00E-14	1	0.368362632	1.00E-14	0.001	0.886956127	1	1	NA	1	NA	NA	TRUE
SRCAP	16974	16	consensus	0	7	0	0	0	7	1	0	17	0	0	5	0	0.999999288	0.082309396	14.9357635	1.373891549	1.00E-14	1	0.871269129	1.00E-14	0.003	1.074411679	1	1	NA	1	NA	NA	TRUE
SYNGAP1	11497	6	consensus	0	22	0	0	0	8	1	2	20	0	0	1	0	0.992405755	0.50611216	45.94863755	2.526434518	1.00E-14	0.003358924	0.012794987	1.00E-14	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
TCF20	11631	22	consensus	0	21	0	0	0	9	0	0	9	0	0	1	0	0.996513236	0.203852643	29.52500588	1.406919213	1.00E-14	0.009608066	0.963225037	1.00E-14	0.001	1.100239998	1	1	NA	1	NA	NA	TRUE
TLK2	11842	17	discordant	0	3	1	0	0	10	3	8	1	0	0	0	0	0.952234173	0.504765825	19.59339625	1.15085535	1.00E-14	1.18E-07	0.04013796	1.00E-14	18.12741071	0.899992747	1.00E-14	1.32E-07	0.061858938	1.00E-14	NA	NA	TRUE
USP9X	12632	X	consensus	0	7	2	0	0	8	1	1	8	0	0	0	0	0.99967271	0.620360495	20.94973209	1.5596563	1.00E-14	0.000206197	0.038946961	1.00E-14	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
WAC	17327	10	consensus	0	13	0	0	0	2	2	3	9	0	0	0	0	0.830521212	0.378565497	24.84192394	0.657816803	1.00E-14	0.08979809	0.339469661	1.00E-14	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
WDR45	28912	X	consensus	0	15	4	0	0	14	3	7	13	0	0	0	0	0.332770807	0.201431561	39.11772367	0.281215401	1.00E-14	1.66E-13	0.004569569	1.00E-14	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
ZBTB18	13030	1	consensus	0	4	0	0	0	8	0	0	7	0	0	1	1.11E-16	0.434092104	0.229327112	11.65018835	0.448516186	1.00E-14	5.88E-06	0.000867999	1.00E-14	0.001	0.350748958	1	1	NA	1	NA	NA	TRUE
ZC4H2	24931	X	consensus	0	2	0	0	0	7	0	0	5	0	0	0	3.33E-16	0.077638374	0.230429554	11.51526948	0.157635913	1.00E-14	7.25E-12	0.002749997	1.00E-14	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
ZEB2	14881	2	consensus	0	11	0	0	0	5	0	1	11	0	0	0	0	0.948993783	0.216430654	22.48148773	1.26626073	1.00E-14	0.040923226	0.8998241	1.00E-14	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
TAOK1	29259	17	discordant	0	5	0	0	0	9	0	0	4	0	0	0	8.56E-12	0.989880799	0.222077828	13.53367024	1.302335138	4.00E-14	4.52E-06	0.075560924	4.00E-14	11.50818014	1.018453082	7.43E-13	3.40E-05	0.204763795	7.43E-13	NA	NA	TRUE
FBXW7	16712	4	novel	0	0	0	0	0	12	0	0	0	0	0	1	0.207349204	0.835310985	0.428597543	7.84354492	0.953768535	8.49E-08	2.09E-10	6.00E-06	4.43E-14	7.24856861	0.745866771	5.40E-08	1.66E-10	6.50E-05	3.58E-13	NA	NA	TRUE
COL4A1	2202	13	consensus	0	1	0	0	0	21	0	1	0	0	0	2	0.014459397	0.998888648	0.114359315	5.278016824	0.739761264	5.92E-09	1.58E-13	0.008452992	4.70E-14	0.001	0.578508648	1	1	NA	1	NA	NA	TRUE
SHOC2	15454	10	consensus	0	0	0	0	0	9	0	0	0	0	0	1	0.125179907	0.520280222	0.232436078	4.2817105	0.464043322	6.92E-06	1.63E-07	1.01E-08	5.79E-14	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
LZTR1	6742	22	discordant	0	0	0	0	0	19	0	0	2	0	0	1	0.002091625	0.873828589	NA	5.998698175	0.671616858	2.76E-11	1.03E-12	0.001702998	6.16E-14	5.447165875	0.525218309	2.79E-11	2.46E-12	0.000668999	5.77E-14	NA	NA	TRUE
CTBP1	2494	4	discordant	0	0	0	0	0	9	0	0	1	0	0	2	0.006641813	0.427139848	0.208823721	5.7028642	0.692160345	5.12E-07	2.42E-07	1.01E-08	8.45E-14	4.9380428	0.541283742	1.27E-06	3.28E-08	1.01E-08	1.21E-14	NA	NA	TRUE
PSMC5	9552	17	novel	0	0	1	0	0	9	0	0	0	0	0	0	0.108145484	0.389052051	0.119689795	6.127694125	0.538699622	2.36E-08	2.40E-08	1.05E-07	8.76E-14	6.127694125	0.421274274	2.62E-09	2.86E-09	2.35E-08	2.57E-15	NA	NA	TRUE
DSP	3052	6	novel	0	0	1	0	0	9	0	0	0	0	0	1	0.548996462	0.999998295	0.04995407	2.102540584	0.638377388	5.01E-05	1.00E-14	0.275002725	9.50E-14	1.53063453	0.499224354	0.000386231	1.00E-14	0.342810657	1.18E-13	NA	NA	TRUE
RAB14	16524	9	novel	0	0	0	1	0	7	0	0	0	0	0	0	0.070503976	0.266990004	0.211201733	6.285714801	0.299527493	2.99E-09	1.27E-09	3.00E-06	1.30E-13	5.458537501	0.234236711	1.39E-08	8.22E-09	2.50E-05	6.21E-12	NA	NA	TRUE
DHDDS	20603	1	consensus	0	0	0	0	0	10	0	0	0	0	0	0	0.109870858	0.402549817	0.07884709	3.0280164	0.251291774	4.34E-07	9.31E-12	0.000537999	1.70E-13	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
SPTAN1	11273	9	consensus	0	0	2	2	0	28	0	1	2	0	0	2	0.007690639	0.999995651	0.372496009	17.47230537	3.051338682	1.86E-13	1.05E-12	0.05972194	1.86E-13	0.002	2.38621012	1	1	NA	1	NA	NA	TRUE
BCOR	20893	X	consensus	0	6	0	0	0	5	0	0	4	0	0	1	3.75E-14	0.958452003	0.420401035	10.03159817	0.864894271	2.99E-13	0.195876139	0.261327739	2.99E-13	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
RHOBTB2	18756	8	consensus	0	1	0	0	0	18	0	0	0	0	0	0	0.019041441	0.86613956	0.037828864	5.239834412	0.6723406	5.17E-07	1.15E-06	1.01E-08	3.85E-13	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
TRPM3	17992	9	discordant	0	0	0	0	0	16	0	0	0	0	0	1	0.382260042	0.998222168	0.009119595	3.83463062	1.097499774	0.000338643	1.19E-07	2.22E-07	8.50E-13	3.694269653	0.85826758	8.95E-05	1.42E-08	1.01E-08	5.39E-15	NA	NA	TRUE
SYT1	11509	12	discordant	0	1	0	0	0	12	0	0	0	0	0	0	0.00614497	0.394111371	0.065797696	7.161754665	0.368112595	2.94E-12	1.40E-11	0.001961998	8.87E-13	7.161754665	0.287871683	2.02E-13	1.25E-12	0.002019998	8.74E-14	NA	NA	TRUE
KMT2E	18541	7	consensus	0	8	0	0	0	8	0	1	1	0	0	1	3.84E-12	0.997521122	0.547772441	12.01640463	1.403823068	8.93E-13	0.003442316	0.455245545	8.93E-13	0.001	1.097818748	1	1	NA	1	NA	NA	TRUE
COL4A3BP	2205	5	consensus	0	0	0	1	0	9	0	0	0	0	0	0	0.210032546	0.844936211	0.066411081	2.932330925	0.476799547	4.05E-05	9.77E-08	3.00E-07	9.43E-13	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
PTCH1	9585	9	consensus	0	4	0	0	0	9	3	0	4	0	0	2	9.88E-15	0.990913321	0.094386245	7.553511084	0.961165969	1.00E-12	0.024250208	0.728659271	1.00E-12	0.002	0.751651718	1	1	NA	1	NA	NA	TRUE
RPS6KA3	10432	X	consensus	0	2	3	0	0	7	0	0	2	0	0	0	1.43E-06	0.777421897	0.382203927	10.24526375	0.648701513	1.03E-12	2.36E-06	0.675583324	1.03E-12	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
WDR37	31406	10	discordant	0	0	0	0	0	12	0	0	0	0	0	0	0.140253198	0.627065523	0.154948002	5.735519177	0.670559613	4.06E-07	1.26E-09	3.60E-05	1.44E-12	5.279253077	0.524391522	3.13E-07	1.07E-09	3.00E-06	1.11E-13	NA	NA	TRUE
MTOR	3942	1	consensus	0	0	0	0	0	20	0	0	0	0	0	0	0.560848864	0.999999179	0.123711459	6.585178442	2.097280403	0.000204209	5.66E-06	1.01E-08	1.80E-12	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
KDM5C	11114	X	discordant	0	2	0	0	0	10	2	1	3	0	0	2	7.48E-11	0.971877028	0.053396385	9.297363768	0.829234288	1.82E-12	2.13E-06	0.061942938	1.82E-12	9.101195775	0.631594353	8.97E-14	5.78E-07	0.01017799	8.97E-14	NA	NA	TRUE
CHD4	1919	12	consensus	0	2	1	1	0	18	0	0	2	0	0	2	0.000400305	0.999915547	0.08070652	12.15167624	1.77882331	3.58E-12	9.46E-10	0.004729995	3.58E-12	0.001	1.391076713	1	1	NA	1	NA	NA	TRUE
KDM6B	29012	17	discordant	0	6	1	0	0	8	0	1	5	0	0	7	3.55E-15	0.996396361	0.146792021	8.425846498	1.019485624	3.78E-12	0.021737586	0.063268937	3.78E-12	8.424846498	0.797258897	3.65E-14	0.008271128	0.063464937	3.65E-14	NA	NA	TRUE
PIK3R2	8980	19	consensus	0	0	0	0	0	16	0	0	0	0	0	0	0.184939907	0.853498615	0.06625442	2.969742784	0.554872555	4.67E-05	7.37E-08	2.00E-06	4.50E-12	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
SPEN	17575	1	novel	0	6	1	0	0	7	0	0	8	0	0	3	1.37E-13	0.999999887	0.300480097	15.19316478	2.700568289	5.58E-12	0.252315155	0.687855312	5.58E-12	14.16637017	2.1119004	1.36E-12	1	0.346486654	1.36E-12	NA	NA	TRUE
ATP6V1A	851	3	discordant	0	0	0	0	0	13	0	0	0	0	0	0	0.172554393	0.805110437	0.047686779	3.8041538	0.379399224	5.04E-08	4.82E-12	0.041705958	6.07E-12	3.8041538	0.296698061	6.39E-09	2.06E-13	0.041929958	2.89E-13	NA	NA	TRUE
SPAST	11233	2	discordant	0	0	0	1	0	9	0	0	0	0	0	1	0.176622531	0.822169998	0.077111111	6.348641225	0.48546719	3.81E-10	9.36E-11	0.002363998	6.67E-12	6.348641225	0.379645409	3.24E-11	8.28E-12	0.002462998	6.63E-13	NA	NA	TRUE
FBN1	3603	15	discordant	0	0	0	0	0	20	1	1	6	0	0	1	3.73E-07	0.999999182	0.315437855	16.47643184	3.170731243	9.46E-12	1.51E-07	0.007513992	9.46E-12	14.45497184	2.479577578	1.83E-11	1.58E-07	0.016661983	1.83E-11	NA	NA	TRUE
KIF11	6388	10	consensus	0	6	2	0	0	4	0	1	1	0	0	1	4.97E-11	0.961357094	0.168441672	9.393009965	0.818101415	1.07E-11	0.071498911	0.064067936	1.07E-11	0.001	0.63977227	1	1	NA	1	NA	NA	TRUE
KCNA2	6220	1	consensus	0	1	0	0	0	8	0	0	0	0	0	0	0.00687845	0.442356874	0.111262255	5.529563604	0.439932151	3.71E-09	8.36E-09	4.60E-05	1.14E-11	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
CSNK2B	2460	6	discordant	0	2	0	0	0	6	1	0	1	0	0	0	8.05E-09	0.193326761	0.267164325	8.380561215	0.425087557	1.39E-11	8.54E-07	0.046254954	1.39E-11	8.380561215	0.332427284	1.06E-12	1.78E-07	0.045850954	1.06E-12	NA	NA	TRUE
NSD2	12766	4	discordant	0	3	0	0	0	8	0	0	5	0	0	0	2.52E-10	0.990566127	0.295208894	11.10319144	1.479511237	3.80E-11	0.000606918	0.016870983	3.80E-11	9.718990363	1.157008465	1.18E-10	0.009044169	0.025225975	1.18E-10	NA	NA	TRUE
TAF1	11535	X	discordant	0	0	0	0	0	14	0	0	0	0	0	1	0.326090622	0.986689646	0.204509873	9.90324339	1.450800054	2.37E-08	3.18E-10	0.004303996	3.87E-11	8.60792259	1.105015959	4.33E-08	8.98E-10	0.006452994	1.56E-10	NA	NA	TRUE
CACNA1C	1390	12	consensus	0	2	1	0	0	18	0	1	3	0	0	3	4.52E-06	0.999864042	0.083517035	15.12663122	2.844512101	4.28E-11	2.50E-08	5.50E-05	3.89E-11	0.003	2.224467445	1	1	NA	1	NA	NA	TRUE
HNRNPK	5044	9	consensus	0	5	0	0	0	5	0	1	1	0	0	0	7.63E-12	0.655131647	0.352984554	9.706607823	0.806799208	5.44E-11	0.001490034	0.106546893	5.44E-11	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
MBD5	20444	2	discordant	0	6	0	0	0	2	0	0	4	0	0	2	8.75E-14	0.975812584	0.237216741	9.453631217	1.054065029	6.02E-11	1	0.461314539	6.02E-11	8.550925017	0.824300709	7.83E-11	1	0.461815538	7.83E-11	NA	NA	TRUE
CAMTA1	18806	1	consensus	0	8	0	0	0	4	0	0	3	0	0	2	9.83E-14	0.996324098	0.338201618	11.7233698	1.789133771	6.76E-11	0.224014337	0.63003137	6.76E-11	0.001	1.399139707	1	1	NA	1	NA	NA	TRUE
QRICH1	24713	3	consensus	0	1	0	0	0	2	2	2	6	0	0	0	0	0.879479873	0.12495562	5.371929236	0.429248819	6.78E-11	0.12530352	0.416913583	6.78E-11	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
KMT2B	15840	19	consensus	0	7	0	0	0	13	0	0	4	0	0	3	2.47E-11	0.999990006	0.274983814	14.41541962	2.824787398	1.19E-10	0.010924928	0.014267986	1.19E-10	0.001	2.209042319	1	1	NA	1	NA	NA	TRUE
RIT1	10023	1	consensus	0	0	0	0	0	6	0	0	0	1	0	0	0.080048858	0.34890117	0.105534676	1.7462728	0.172182053	0.000154509	4.29E-07	1.10E-05	1.28E-10	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
KIF5C	6325	2	consensus	0	0	1	0	0	7	0	0	0	0	0	1	0.250286781	0.94338548	0.134879475	4.522690625	0.726905861	6.43E-06	1.24E-06	4.00E-06	1.34E-10	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
RAI1	9834	17	consensus	0	8	0	0	0	5	0	0	1	0	0	1	3.06E-11	0.992053712	0.012328295	6.561698298	0.911079485	1.46E-10	0.309538884	0.673206327	1.46E-10	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
DPF2	9964	11	consensus	0	1	0	0	0	9	0	2	0	0	0	0	2.32E-05	0.668500307	0.380719492	9.213746851	0.740275536	1.49E-10	1.68E-08	0.000612999	1.49E-10	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
PRR12	29217	19	discordant	0	7	1	0	0	4	0	0	2	0	0	3	4.74E-11	0.994911732	0.411560793	9.293178295	1.340773714	1.57E-10	1	0.83981516	1.57E-10	9.293178295	1.048512846	1.47E-12	1	0.84045616	1.47E-12	NA	NA	TRUE
FGFR2	3689	10	consensus	0	0	0	0	0	13	0	0	0	0	0	1	0.217411165	0.869200553	0.238511228	6.650393832	1.024416635	9.81E-07	5.65E-10	0.010706989	1.62E-10	0.001	0.80111505	1	1	NA	1	NA	NA	TRUE
YY1	12856	14	consensus	0	3	1	0	0	6	0	0	2	0	0	1	1.44E-09	0.302895512	0.200227978	9.412639115	0.871709031	2.05E-10	0.000182189	0.014448986	2.05E-10	0.001	0.681694537	1	1	NA	1	NA	NA	TRUE
UBTF	12511	17	consensus	0	0	0	0	0	8	0	1	1	0	0	1	0.002376685	0.898351933	0.457784608	8.15820534	1.364688437	2.14E-06	1.40E-05	6.67E-07	2.46E-10	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
CACNA1E	1392	1	consensus	0	0	0	0	0	16	1	1	0	0	0	4	0.032920533	0.999970648	0.687495742	13.61737652	3.680769469	1.60E-06	1.21E-06	1.10E-05	3.46E-10	0.004	2.878438047	1	1	NA	1	NA	NA	TRUE
GNB2	4398	7	novel	0	0	1	0	0	8	0	0	0	0	0	2	0.095179505	0.288903542	0.230103477	7.027510201	0.75077398	3.42E-07	2.87E-07	5.80E-05	4.29E-10	7.027510201	0.58712082	4.33E-08	3.72E-08	5.00E-05	5.22E-11	5.18E-10	1.3336	TRUE
RAC1	9801	7	consensus	0	0	1	0	0	8	0	1	0	0	0	0	0.002737737	0.288748941	0.012651832	5.999810066	0.298582337	4.38E-10	3.00E-09	0.099312901	4.38E-10	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
GIGYF1	9126	7	novel	0	4	0	0	0	5	0	1	3	0	0	1	2.04E-10	0.988418484	0.046573065	6.23927349	0.722465831	5.47E-10	0.008895908	0.547565452	5.47E-10	4.944244934	0.56498326	2.19E-08	0.00271792	0.547261453	2.19E-08	1.90E-07	1.262	TRUE
GNAS	4392	20	consensus	0	0	1	0	0	17	0	0	2	0	0	0	0.002513349	0.908043677	0.025646186	8.095415123	1.061096047	6.07E-10	8.46E-09	0.053185206	6.07E-10	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
UBE3A	12496	15	consensus	0	6	3	1	0	1	0	0	3	0	0	0	9.95E-14	0.833205195	0.125019095	4.979994571	0.42377717	6.16E-10	0.394412926	NA	6.16E-10	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
SKI	10896	1	consensus	0	6	0	0	0	4	0	0	2	0	0	2	2.77E-13	0.724187632	0.233765858	9.847955515	1.233806419	6.55E-10	0.038986185	0.406747593	6.55E-10	0.001	0.964862203	1	1	NA	1	NA	NA	TRUE
NACC1	20967	19	consensus	0	0	0	0	0	11	0	0	0	0	0	1	0.111197831	0.412924863	0.205696224	7.572416441	1.085129708	7.11E-07	2.01E-07	0.000138	7.01E-10	0.001	0.848593932	1	1	NA	1	NA	NA	TRUE
HK1	4922	10	discordant	0	0	0	0	0	12	1	0	0	0	0	0	0.027786184	0.894328468	0.026990738	3.604999533	0.65928888	1.10E-05	2.30E-07	0.000125	7.28E-10	2.815732297	0.515577575	8.26E-05	3.67E-07	0.001135999	9.41E-09	NA	NA	TRUE
U2AF2	23156	19	novel	0	0	1	0	0	8	0	0	0	0	0	1	0.124925827	0.518382965	NA	5.309124896	0.592523274	4.25E-07	2.98E-07	0.000101	7.59E-10	4.693253896	0.463365487	7.42E-07	5.94E-07	0.000759999	1.02E-08	NA	NA	TRUE
GABRB3	4083	15	consensus	0	0	0	0	0	12	0	0	0	1	0	0	0.129066918	0.548953963	0.248901911	9.16530374	1.032219158	7.50E-09	3.05E-10	0.121419879	9.27E-10	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
BCL11B	13222	14	discordant	0	4	0	0	0	10	0	0	3	0	0	2	4.21E-11	0.821449965	0.114366263	9.084873604	1.281265362	9.49E-10	3.80E-05	0.010546989	9.49E-10	7.965207735	1.00197608	2.08E-09	2.31E-05	0.000775999	2.08E-09	NA	NA	TRUE
ARID1A	11110	1	consensus	0	1	0	0	0	12	1	2	4	0	0	2	1.27E-08	0.999860388	0.383180603	11.47867044	2.080614813	1.01E-09	0.000252107	0.000259	1.01E-09	0.002	1.627083926	1	1	NA	1	NA	NA	TRUE
HRAS	5173	11	consensus	0	0	0	0	0	7	0	0	0	0	0	0	0.049959317	0.113932622	0.006144115	1.3661972	0.129353766	0.000272623	1.68E-06	2.90E-05	1.21E-09	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
CLCN4	2022	X	discordant	0	0	0	0	0	11	0	0	0	0	0	1	0.116555739	0.454620827	0.227610896	8.862735723	0.794633491	1.30E-09	3.08E-10	0.207162793	1.30E-09	8.861735723	0.60524032	6.72E-11	1.44E-11	0.207031793	6.72E-11	NA	NA	TRUE
MSL3	7370	X	consensus	0	4	0	0	0	0	1	0	1	0	0	0	2.09E-11	0.302534173	0.218257234	5.31016939	0.280833833	1.50E-09	1	NA	1.50E-09	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
FGF12	3668	3	consensus	0	0	0	0	0	5	0	0	0	0	0	0	0.06705729	0.23845917	0.04289915	1.3021145	0.174420671	0.001573104	5.06E-05	1.50E-06	1.84E-09	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
CAMK2B	1461	7	consensus	0	0	0	0	0	9	3	0	1	0	0	1	3.81E-06	0.805902854	0.008286155	6.353663212	0.74350966	3.32E-08	3.69E-06	2.30E-05	2.05E-09	0.001	0.581439971	1	1	NA	1	NA	NA	TRUE
ABL1	76	9	discordant	0	0	0	0	0	12	0	0	1	0	0	2	0.033813443	0.94058487	0.142453096	7.615849261	1.085361949	5.81E-08	5.13E-08	0.001738998	2.15E-09	6.371476761	0.84877555	3.09E-07	6.84E-08	0.002385998	3.84E-09	NA	NA	TRUE
