Gene ID,Gene Symbol,Gene Name,Case PTV,Ctrl PTV,Case mis3,Ctrl mis3,Case mis2,Ctrl mis2,P ca/co (Class 1),P ca/co (Class 2),P ca/co (comb),De novo PTV,De novo mis3,De novo mis2,P de novo,P meta,Q meta,OR (PTV),OR (Class I),OR (Class II)
ENSG00000166960,CCDC178,Coiled-coil domain containing 178,21,33,0,0,0,0,0.00336,NA,0.00336,NA,NA,NA,NA,0.00336,0.503,2.56 (1.4-4.55),2.56 (1.4-4.55),NA
ENSG00000087128,TMPRSS11E,"Transmembrane protease, serine 11E",11,14,0,0,0,0,0.00338,NA,0.00338,NA,NA,NA,NA,0.00338,0.503,3.15 (1.3-7.48),3.15 (1.3-7.48),NA
ENSG00000171502,COL24A1,"Collagen, type XXIV, alpha 1",18,146,0,0,0,0,0.00341,NA,0.00341,NA,NA,NA,NA,0.00341,0.503,0.494 (0.285-0.809),0.494 (0.285-0.809),NA
ENSG00000133216,EPHB2,EPH receptor B2,5,3,0,0,1,2,0.00474,0.438,0.00341,NA,NA,NA,NA,0.00341,0.503,6.69 (1.3-43.1),6.69 (1.3-43.1),2.01 (0.034-38.5)
ENSG00000146872,TLK2,Tousled-like kinase 2,5,1,0,2,16,39,0.0182,0.132,0.00786,NA,NA,1,0.11,0.00345,0.504,20.1 (2.25-944),6.69 (1.3-43.1),1.65 (0.859-3.02)
ENSG00000148840,PPRC1,"Peroxisome proliferator-activated receptor gamma, coactivator-related 1",6,6,0,0,2,1,0.00807,0.151,0.0035,NA,NA,NA,NA,0.0035,0.506,4.01 (1.07-15),4.01 (1.07-15),8.03 (0.418-472)
ENSG00000084731,KIF3C,Kinesin family member 3C,7,3,0,0,0,0,0.00352,NA,0.00352,NA,NA,NA,NA,0.00352,0.506,9.37 (2.14-56.1),9.37 (2.14-56.1),NA
ENSG00000008083,JARID2,"Jumonji, AT rich interactive domain 2",6,5,0,0,21,90,0.00745,0.901,0.00745,NA,NA,1,0.126,0.00365,0.521,4.82 (1.22-20),4.82 (1.22-20),0.981 (0.586-1.58)
ENSG00000196455,PIK3R4,"Phosphoinositide-3-kinase, regulatory subunit 4",10,12,1,5,2,4,0.00636,0.289,0.00367,NA,NA,NA,NA,0.00367,0.521,3.35 (1.29-8.45),2.6 (1.1-5.88),2.01 (0.182-14)
ENSG00000169398,PTK2,Protein tyrosine kinase 2,8,6,0,1,4,11,0.00484,0.494,0.00374,NA,NA,NA,NA,0.00374,0.525,5.35 (1.63-18.7),4.59 (1.45-14.9),1.46 (0.339-4.93)
ENSG00000136002,ARHGEF4,Rho guanine nucleotide exchange factor (GEF) 4,10,15,0,0,16,29,0.0167,0.0183,0.00376,NA,NA,NA,NA,0.00376,0.525,2.68 (1.08-6.37),2.68 (1.08-6.37),2.22 (1.12-4.22)
ENSG00000112144,ICK,Intestinal cell (MAK-like) kinase,14,17,0,0,0,0,0.00382,NA,0.00382,NA,NA,NA,NA,0.00382,0.525,3.31 (1.51-7.13),3.31 (1.51-7.13),NA
ENSG00000101158,NELFCD,Negative elongation factor complex member C/D,12,15,0,0,2,9,0.00383,1,0.00383,NA,NA,NA,NA,0.00383,0.525,3.21 (1.37-7.35),3.21 (1.37-7.35),0.892 (0.0938-4.31)
ENSG00000106331,PAX4,Paired box 4,9,5,0,0,0,0,0.00385,NA,0.00385,NA,NA,NA,NA,0.00385,0.525,7.23 (2.17-27.5),7.23 (2.17-27.5),NA
ENSG00000113916,BCL6,B-cell CLL/lymphoma 6,3,2,3,2,5,19,0.00406,0.822,0.00406,NA,NA,NA,NA,0.00406,0.547,6.02 (0.69-72.2),6.02 (1.43-29),1.06 (0.308-2.93)
ENSG00000173230,GOLGB1,Golgin B1,37,81,0,0,0,0,0.00407,NA,0.00407,NA,NA,NA,NA,0.00407,0.547,1.83 (1.21-2.74),1.83 (1.21-2.74),NA
ENSG00000165322,ARHGAP12,Rho GTPase activating protein 12,9,9,0,0,0,0,0.0041,NA,0.0041,NA,NA,NA,NA,0.0041,0.547,4.01 (1.41-11.4),4.01 (1.41-11.4),NA
ENSG00000165271,NOL6,Nucleolar protein 6 (RNA-associated),16,11,0,0,0,0,0.00418,NA,0.00418,NA,NA,NA,NA,0.00418,0.552,5.84 (2.55-13.9),5.84 (2.55-13.9),NA
ENSG00000160882,CYP11B1,"Cytochrome P450, family 11, subfamily B, polypeptide 1",13,19,0,0,0,0,0.00422,NA,0.00422,NA,NA,NA,NA,0.00422,0.552,2.75 (1.25-5.86),2.75 (1.25-5.86),NA
ENSG00000189050,RNFT1,"Ring finger protein, transmembrane 1",14,23,0,0,0,0,0.00423,NA,0.00423,NA,NA,NA,NA,0.00423,0.552,2.44 (1.16-4.96),2.44 (1.16-4.96),NA
ENSG00000167601,AXL,AXL receptor tyrosine kinase,12,17,0,0,0,0,0.00442,NA,0.00442,NA,NA,NA,NA,0.00442,0.56,2.83 (1.23-6.3),2.83 (1.23-6.3),NA
ENSG00000112232,KHDRBS2,"KH domain containing, RNA binding, signal transduction associated 2",8,9,0,0,0,0,0.00444,NA,0.00444,NA,NA,NA,NA,0.00444,0.56,3.57 (1.2-10.4),3.57 (1.2-10.4),NA
ENSG00000105821,DNAJC2,"DnaJ (Hsp40) homolog, subfamily C, member 2",9,9,0,0,0,0,0.00446,NA,0.00446,NA,NA,NA,NA,0.00446,0.56,4.01 (1.41-11.4),4.01 (1.41-11.4),NA
ENSG00000070961,ATP2B1,"ATPase, Ca++ transporting, plasma membrane 1",5,4,2,1,14,72,0.00874,0.51,0.00874,NA,NA,1,0.133,0.00448,0.56,5.02 (1.08-25.3),5.62 (1.54-22.5),0.78 (0.406-1.4)
ENSG00000162337,LRP5,Low density lipoprotein receptor-related protein 5,15,21,0,0,0,0,0.00451,NA,0.00451,NA,NA,NA,NA,0.00451,0.56,2.87 (1.38-5.84),2.87 (1.38-5.84),NA
ENSG00000124201,ZNFX1,"Zinc finger, NFX1-type containing 1",18,32,0,0,0,0,0.00452,NA,0.00452,NA,NA,NA,NA,0.00452,0.56,2.26 (1.19-4.15),2.26 (1.19-4.15),NA
ENSG00000072071,LPHN1,Latrophilin 1,9,7,0,0,19,68,0.0048,0.67,0.00453,NA,NA,NA,NA,0.00453,0.56,5.16 (1.71-16.3),5.16 (1.71-16.3),1.12 (0.637-1.89)
ENSG00000167105,TMEM92,Transmembrane protein 92,4,0,0,0,0,0,0.00454,NA,0.00454,NA,NA,NA,NA,0.00454,0.56,Inf (2.65-Inf),Inf (2.65-Inf),NA
ENSG00000169750,RAC3,"Ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)",5,2,0,0,2,5,0.00465,0.717,0.00461,NA,NA,NA,NA,0.00461,0.565,10 (1.64-105),10 (1.64-105),1.61 (0.153-9.81)
ENSG00000150768,DLAT,Dihydrolipoamide S-acetyltransferase,15,23,0,0,0,0,0.00465,NA,0.00465,NA,NA,NA,NA,0.00465,0.567,2.62 (1.27-5.24),2.62 (1.27-5.24),NA
ENSG00000157778,PSMG3,"Proteasome (prosome, macropain) assembly chaperone 3",6,2,0,0,0,0,0.0047,NA,0.0047,NA,NA,NA,NA,0.0047,0.567,12 (2.15-122),12 (2.15-122),NA
ENSG00000136868,SLC31A1,"Solute carrier family 31 (copper transporter), member 1",5,3,0,0,0,0,0.00472,NA,0.00472,NA,NA,NA,NA,0.00472,0.567,6.69 (1.3-43.1),6.69 (1.3-43.1),NA
ENSG00000142208,AKT1,V-akt murine thymoma viral oncogene homolog 1,4,4,3,3,10,21,0.0122,0.113,0.00485,NA,NA,NA,NA,0.00485,0.567,4.01 (0.748-21.6),4.01 (1.2-13.4),1.91 (0.804-4.24)
ENSG00000141905,NFIC,Nuclear factor I/C (CCAAT-binding transcription factor),5,4,0,2,14,28,0.0162,0.0482,0.00488,NA,NA,NA,NA,0.00488,0.567,5.02 (1.08-25.3),3.35 (0.808-13.2),2.01 (0.976-3.94)
ENSG00000010017,RANBP9,RAN binding protein 9,3,0,0,0,6,30,0.00492,0.844,0.00492,NA,NA,NA,NA,0.00492,0.567,Inf (1.66-Inf),Inf (1.66-Inf),0.803 (0.273-1.96)
ENSG00000186665,C17orf58,Chromosome 17 open reading frame 58,5,4,0,0,0,0,0.00494,NA,0.00494,NA,NA,NA,NA,0.00494,0.567,5.02 (1.08-25.3),5.02 (1.08-25.3),NA
ENSG00000113712,CSNK1A1,"Casein kinase 1, alpha 1",2,0,3,3,3,7,0.00603,0.55,0.00497,NA,NA,NA,NA,0.00497,0.567,Inf (0.754-Inf),6.69 (1.3-43.1),1.72 (0.287-7.54)
ENSG00000108839,ALOX12,Arachidonate 12-lipoxygenase,4,55,0,0,0,0,0.00504,NA,0.00504,NA,NA,NA,NA,0.00504,0.567,0.292 (0.0768-0.791),0.292 (0.0768-0.791),NA
ENSG00000173175,ADCY5,Adenylate cyclase 5,7,6,5,12,30,76,0.0138,0.0883,0.00505,NA,NA,NA,NA,0.00505,0.567,4.68 (1.35-16.9),2.68 (1.18-5.87),1.59 (1-2.45)
ENSG00000164061,BSN,Bassoon presynaptic cytomatrix protein,17,16,0,0,0,0,0.00505,NA,0.00505,NA,NA,NA,NA,0.00505,0.567,4.27 (2.03-9.03),4.27 (2.03-9.03),NA
ENSG00000172660,TAF15,"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa",12,14,0,0,5,25,0.00508,0.851,0.00508,NA,NA,NA,NA,0.00508,0.567,3.44 (1.45-8.02),3.44 (1.45-8.02),0.803 (0.24-2.13)
ENSG00000124608,AARS2,"Alanyl-tRNA synthetase 2, mitochondrial",29,60,0,0,0,0,0.00511,NA,0.00511,NA,NA,NA,NA,0.00511,0.567,1.94 (1.2-3.07),1.94 (1.2-3.07),NA
ENSG00000111052,LIN7A,Lin-7 homolog A (C. elegans),7,7,0,0,0,0,0.00513,NA,0.00513,NA,NA,NA,NA,0.00513,0.567,4.01 (1.2-13.4),4.01 (1.2-13.4),NA
ENSG00000164794,KCNV1,"Potassium channel, subfamily V, member 1",1,1,5,1,11,31,0.00785,0.371,0.00516,NA,NA,NA,NA,0.00516,0.567,4.01 (0.0511-314),12 (2.15-122),1.42 (0.646-2.91)
ENSG00000197535,MYO5A,"Myosin VA (heavy chain 12, myoxin)",15,20,0,0,11,59,0.00518,0.43,0.00518,NA,NA,NA,NA,0.00518,0.567,3.01 (1.43-6.19),3.01 (1.43-6.19),0.748 (0.354-1.44)
ENSG00000130382,MLLT1,"Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1",2,0,2,0,8,18,0.0102,0.215,0.00518,NA,NA,NA,NA,0.00518,0.567,Inf (0.754-Inf),Inf (2.65-Inf),1.78 (0.671-4.31)
ENSG00000198933,TBKBP1,TBK1 binding protein 1,10,10,0,0,0,0,0.00519,NA,0.00519,NA,NA,NA,NA,0.00519,0.567,4.01 (1.5-10.8),4.01 (1.5-10.8),NA
ENSG00000120693,SMAD9,SMAD family member 9,13,18,0,0,0,0,0.0053,NA,0.0053,NA,NA,NA,NA,0.0053,0.576,2.9 (1.31-6.26),2.9 (1.31-6.26),NA
ENSG00000178974,FBXO34,F-box protein 34,10,10,0,0,0,0,0.00535,NA,0.00535,NA,NA,NA,NA,0.00535,0.578,4.01 (1.5-10.8),4.01 (1.5-10.8),NA
ENSG00000100890,KIAA0391,KIAA0391,15,23,0,0,0,0,0.00546,NA,0.00546,NA,NA,NA,NA,0.00546,0.586,2.62 (1.27-5.24),2.62 (1.27-5.24),NA
ENSG00000163104,SMARCAD1,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1",4,3,0,0,7,14,0.00847,0.36,0.00549,NA,NA,NA,NA,0.00549,0.586,5.35 (0.905-36.5),5.35 (0.905-36.5),2.01 (0.685-5.31)
ENSG00000187258,NPSR1,Neuropeptide S receptor 1,12,18,0,0,0,0,0.00556,NA,0.00556,NA,NA,NA,NA,0.00556,0.59,2.68 (1.18-5.87),2.68 (1.18-5.87),NA
ENSG00000163960,UBXN7,UBX domain protein 7,2,1,3,1,5,15,0.00685,0.553,0.00565,NA,NA,NA,NA,0.00565,0.595,8.03 (0.418-472),10 (1.64-105),1.34 (0.38-3.87)
ENSG00000130340,SNX9,Sorting nexin 9,8,9,0,0,1,35,0.00569,0.00466,0.00569,NA,NA,NA,NA,0.00569,0.595,3.57 (1.2-10.4),3.57 (1.2-10.4),0.115 (0.00283-0.682)
ENSG00000178171,AMER3,APC membrane recruitment protein 3,11,13,0,0,0,0,0.00573,NA,0.00573,NA,NA,NA,NA,0.00573,0.595,3.4 (1.38-8.22),3.4 (1.38-8.22),NA
ENSG00000130810,PPAN,Peter pan homolog (Drosophila),5,61,0,0,0,0,0.00574,NA,0.00574,NA,NA,NA,NA,0.00574,0.595,0.329 (0.103-0.81),0.329 (0.103-0.81),NA
ENSG00000146021,KLHL3,Kelch-like family member 3,3,2,0,0,3,2,0.0249,0.0171,0.00582,NA,NA,NA,NA,0.00582,0.6,6.02 (0.69-72.2),6.02 (0.69-72.2),6.02 (0.69-72.2)
ENSG00000178175,ZNF366,Zinc finger protein 366,0,21,0,1,3,27,0.0108,0.247,0.00586,NA,NA,NA,NA,0.00586,0.601,0 (0-0.771),0 (0-0.733),0.446 (0.0866-1.45)
ENSG00000171587,DSCAM,Down syndrome cell adhesion molecule,7,6,0,0,0,0,0.00607,NA,0.00607,NA,NA,NA,NA,0.00607,0.618,4.68 (1.35-16.9),4.68 (1.35-16.9),NA
ENSG00000180543,TSPYL5,TSPY-like 5,6,1,0,0,1,2,0.00665,0.661,0.00617,NA,NA,NA,NA,0.00617,0.624,24.1 (2.92-1100),24.1 (2.92-1100),2.01 (0.034-38.5)
ENSG00000178591,DEFB125,"Defensin, beta 125",5,3,0,0,0,0,0.00619,NA,0.00619,NA,NA,NA,NA,0.00619,0.624,6.69 (1.3-43.1),6.69 (1.3-43.1),NA
ENSG00000165209,STRBP,Spermatid perinuclear RNA binding protein,6,2,0,0,6,17,0.0078,0.532,0.00628,NA,NA,NA,NA,0.00628,0.628,12 (2.15-122),12 (2.15-122),1.42 (0.457-3.77)
ENSG00000174672,BRSK2,BR serine/threonine kinase 2,3,2,0,0,9,40,0.0063,1,0.0063,NA,NA,NA,NA,0.0063,0.628,6.02 (0.69-72.2),6.02 (0.69-72.2),0.903 (0.385-1.89)
ENSG00000225190,PLEKHM1,"Pleckstrin homology domain containing, family M (with RUN domain) member 1",8,14,0,0,10,28,0.0076,0.564,0.00634,NA,NA,NA,NA,0.00634,0.629,2.29 (0.834-5.86),2.29 (0.834-5.86),1.43 (0.621-3.04)
ENSG00000109674,NEIL3,Nei endonuclease VIII-like 3 (E. coli),20,37,0,0,0,0,0.0064,NA,0.0064,NA,NA,NA,NA,0.0064,0.631,2.17 (1.19-3.84),2.17 (1.19-3.84),NA
ENSG00000108018,SORCS1,Sortilin-related VPS10 domain containing receptor 1,12,14,0,0,6,27,0.00646,1,0.00646,NA,NA,NA,NA,0.00646,0.631,3.44 (1.45-8.02),3.44 (1.45-8.02),0.892 (0.301-2.21)
ENSG00000145362,ANK2,"Ankyrin 2, neuronal",15,20,0,0,1,1,0.00839,0.495,0.00647,NA,NA,NA,NA,0.00647,0.631,3.01 (1.43-6.19),3.01 (1.43-6.19),4.01 (0.0511-314)
ENSG00000125484,GTF3C4,"General transcription factor IIIC, polypeptide 4, 90kDa",5,2,0,0,3,16,0.00662,1,0.00662,NA,NA,NA,NA,0.00662,0.642,10 (1.64-105),10 (1.64-105),0.753 (0.141-2.63)
ENSG00000141639,MAPK4,Mitogen-activated protein kinase 4,7,4,0,0,2,1,0.0153,0.144,0.00674,NA,NA,NA,NA,0.00674,0.648,7.03 (1.79-32.8),7.03 (1.79-32.8),8.03 (0.418-472)
ENSG00000064651,SLC12A2,"Solute carrier family 12 (sodium/potassium/chloride transporter), member 2",12,16,0,0,2,10,0.00675,1,0.00675,NA,NA,NA,NA,0.00675,0.648,3.01 (1.3-6.79),3.01 (1.3-6.79),0.803 (0.0855-3.77)
ENSG00000123643,SLC36A1,"Solute carrier family 36 (proton/amino acid symporter), member 1",11,17,0,0,0,0,0.00678,NA,0.00678,NA,NA,NA,NA,0.00678,0.648,2.6 (1.1-5.88),2.6 (1.1-5.88),NA
ENSG00000163995,ABLIM2,"Actin binding LIM protein family, member 2",13,15,0,0,0,0,0.00686,NA,0.00686,NA,NA,NA,NA,0.00686,0.652,3.48 (1.52-7.84),3.48 (1.52-7.84),NA
ENSG00000131016,AKAP12,A kinase (PRKA) anchor protein 12,1,35,0,0,0,0,0.00713,NA,0.00713,NA,NA,NA,NA,0.00713,0.667,0.115 (0.00283-0.682),0.115 (0.00283-0.682),NA
ENSG00000162419,GMEB1,Glucocorticoid modulatory element binding protein 1,2,0,1,0,2,4,0.0121,0.294,0.00714,NA,NA,NA,NA,0.00714,0.667,Inf (0.754-Inf),Inf (1.66-Inf),2.01 (0.182-14)
ENSG00000162378,ZYG11B,"Zyg-11 family member B, cell cycle regulator",6,7,0,0,12,28,0.0136,0.223,0.00715,NA,NA,NA,NA,0.00715,0.667,3.44 (0.955-12),3.44 (0.955-12),1.72 (0.797-3.49)
ENSG00000197217,ENTPD4,Ectonucleoside triphosphate diphosphohydrolase 4,17,39,0,0,0,0,0.00718,NA,0.00718,NA,NA,NA,NA,0.00718,0.667,1.75 (0.928-3.17),1.75 (0.928-3.17),NA
ENSG00000176102,CSTF3,"Cleavage stimulation factor, 3' pre-RNA, subunit 3, 77kDa",6,8,2,2,10,26,0.0124,0.286,0.00722,NA,NA,NA,NA,0.00722,0.667,3.01 (0.861-9.9),3.21 (1.1-9.04),1.54 (0.664-3.31)
ENSG00000242259,C22orf39,Chromosome 22 open reading frame 39,4,1,0,0,0,0,0.00726,NA,0.00726,NA,NA,NA,NA,0.00726,0.667,16.1 (1.59-787),16.1 (1.59-787),NA
ENSG00000076382,SPAG5,Sperm associated antigen 5,23,45,0,0,0,0,0.00728,NA,0.00728,NA,NA,NA,NA,0.00728,0.667,2.05 (1.18-3.47),2.05 (1.18-3.47),NA
ENSG00000183155,RABIF,RAB interacting factor,6,4,0,0,0,0,0.00735,NA,0.00735,NA,NA,NA,NA,0.00735,0.669,6.02 (1.43-29),6.02 (1.43-29),NA
ENSG00000147669,POLR2K,"Polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa",6,4,0,0,0,0,0.00744,NA,0.00744,NA,NA,NA,NA,0.00744,0.669,6.02 (1.43-29),6.02 (1.43-29),NA
ENSG00000151067,CACNA1C,"Calcium channel, voltage-dependent, L type, alpha 1C subunit",6,4,0,0,31,85,0.0185,0.109,0.00744,NA,NA,NA,NA,0.00744,0.669,6.02 (1.43-29),6.02 (1.43-29),1.46 (0.938-2.23)
ENSG00000102786,INTS6,Integrator complex subunit 6,3,0,1,1,10,33,0.00916,0.546,0.00748,NA,NA,NA,NA,0.00748,0.669,Inf (1.66-Inf),16.1 (1.59-787),1.22 (0.535-2.53)
ENSG00000135525,MAP7,Microtubule-associated protein 7,11,14,0,0,0,0,0.00749,NA,0.00749,NA,NA,NA,NA,0.00749,0.669,3.15 (1.3-7.48),3.15 (1.3-7.48),NA
ENSG00000185803,SLC52A2,"Solute carrier family 52 (riboflavin transporter), member 2",0,23,0,0,0,0,0.00757,NA,0.00757,NA,NA,NA,NA,0.00757,0.672,0 (0-0.698),0 (0-0.698),NA
ENSG00000137441,FGFBP2,Fibroblast growth factor binding protein 2,11,14,0,0,0,0,0.00759,NA,0.00759,NA,NA,NA,NA,0.00759,0.672,3.15 (1.3-7.48),3.15 (1.3-7.48),NA
ENSG00000185404,SP140L,SP140 nuclear body protein-like,2,38,1,15,1,1,0.00764,0.235,0.00764,NA,NA,NA,NA,0.00764,0.672,0.211 (0.0247-0.817),0.227 (0.0454-0.701),4.01 (0.0511-314)
ENSG00000147601,TERF1,Telomeric repeat binding factor (NIMA-interacting) 1,8,5,0,0,0,0,0.00767,NA,0.00767,NA,NA,NA,NA,0.00767,0.672,6.42 (1.85-25),6.42 (1.85-25),NA
ENSG00000180974,OR52E4,"Olfactory receptor, family 52, subfamily E, member 4",7,9,0,0,0,0,0.00778,NA,0.00778,NA,NA,NA,NA,0.00778,0.676,3.12 (0.988-9.42),3.12 (0.988-9.42),NA
ENSG00000130182,ZSCAN10,Zinc finger and SCAN domain containing 10,7,9,0,0,4,32,0.00782,0.282,0.00782,NA,NA,NA,NA,0.00782,0.676,3.12 (0.988-9.42),3.12 (0.988-9.42),0.502 (0.129-1.41)
ENSG00000182108,DEXI,Dexi homolog (mouse),2,0,0,0,4,9,0.0131,0.299,0.00782,NA,NA,NA,NA,0.00782,0.676,Inf (0.754-Inf),Inf (0.754-Inf),1.78 (0.401-6.39)
ENSG00000159692,CTBP1,C-terminal binding protein 1,1,1,3,1,7,15,0.0126,0.328,0.00789,NA,NA,NA,NA,0.00789,0.679,4.01 (0.0511-314),8.03 (1.15-88.9),1.87 (0.646-4.88)
ENSG00000063176,SPHK2,Sphingosine kinase 2,1,24,0,0,0,0,0.00801,NA,0.00801,NA,NA,NA,NA,0.00801,0.681,0.167 (0.00407-1.03),0.167 (0.00407-1.03),NA
ENSG00000007545,CRAMP1L,"Crm, cramped-like (Drosophila)",7,7,0,0,1,4,0.00802,1,0.00802,NA,NA,NA,NA,0.00802,0.681,4.01 (1.2-13.4),4.01 (1.2-13.4),1 (0.0204-10.1)
ENSG00000109790,KLHL5,Kelch-like family member 5,3,49,0,0,0,0,0.00806,NA,0.00806,NA,NA,NA,NA,0.00806,0.681,0.246 (0.049-0.761),0.246 (0.049-0.761),NA
ENSG00000065243,PKN2,Protein kinase N2,5,4,0,0,0,0,0.0081,NA,0.0081,NA,NA,NA,NA,0.0081,0.681,5.02 (1.08-25.3),5.02 (1.08-25.3),NA
ENSG00000139990,DCAF5,DDB1 and CUL4 associated factor 5,3,1,0,0,20,33,0.0456,0.00369,0.00811,NA,NA,NA,NA,0.00811,0.681,12 (0.967-630),12 (0.967-630),2.43 (1.32-4.37)
ENSG00000150361,KLHL1,Kelch-like family member 1,0,31,0,0,0,0,0.00814,NA,0.00814,NA,NA,NA,NA,0.00814,0.681,0 (0-0.507),0 (0-0.507),NA
ENSG00000102053,ZC3H12B,Zinc finger CCCH-type containing 12B,4,1,0,0,0,0,0.00821,NA,0.00821,NA,NA,NA,NA,0.00821,0.684,16.1 (1.59-787),16.1 (1.59-787),NA
ENSG00000007237,GAS7,Growth arrest-specific 7,7,5,0,0,4,10,0.0109,0.481,0.00825,NA,NA,NA,NA,0.00825,0.684,5.62 (1.54-22.5),5.62 (1.54-22.5),1.61 (0.368-5.57)
ENSG00000152433,ZNF547,Zinc finger protein 547,2,41,0,0,0,0,0.00831,NA,0.00831,NA,NA,NA,NA,0.00831,0.685,0.196 (0.0229-0.754),0.196 (0.0229-0.754),NA
ENSG00000166025,AMOTL1,Angiomotin like 1,11,15,0,0,0,0,0.00843,NA,0.00843,NA,NA,NA,NA,0.00843,0.692,2.94 (1.22-6.86),2.94 (1.22-6.86),NA
ENSG00000110076,NRXN2,Neurexin 2,10,9,0,0,11,44,0.00867,1,0.00867,NA,NA,NA,NA,0.00867,0.698,4.46 (1.63-12.4),4.46 (1.63-12.4),1 (0.467-1.97)
ENSG00000168685,IL7R,Interleukin 7 receptor,9,23,0,0,0,0,0.00871,NA,0.00871,NA,NA,NA,NA,0.00871,0.698,1.57 (0.64-3.52),1.57 (0.64-3.52),NA
ENSG00000132005,RFX1,"Regulatory factor X, 1 (influences HLA class II expression)",5,2,0,0,4,28,0.00871,0.367,0.00871,NA,NA,NA,NA,0.00871,0.698,10 (1.64-105),10 (1.64-105),0.573 (0.146-1.64)
ENSG00000006756,ARSD,Arylsulfatase D,7,6,0,0,0,0,0.00875,NA,0.00875,NA,NA,NA,NA,0.00875,0.698,4.68 (1.35-16.9),4.68 (1.35-16.9),NA
ENSG00000146938,NLGN4X,"Neuroligin 4, X-linked",4,1,0,0,32,82,0.028,0.0447,0.00876,NA,NA,NA,NA,0.00876,0.698,16.1 (1.59-787),16.1 (1.59-787),1.57 (1.01-2.39)
ENSG00000119326,CTNNAL1,"Catenin (cadherin-associated protein), alpha-like 1",19,30,0,0,0,0,0.0088,NA,0.0088,NA,NA,NA,NA,0.0088,0.698,2.54 (1.35-4.67),2.54 (1.35-4.67),NA
ENSG00000105492,SIGLEC6,Sialic acid binding Ig-like lectin 6,1,26,0,0,0,0,0.00882,NA,0.00882,NA,NA,NA,NA,0.00882,0.698,0.154 (0.00377-0.94),0.154 (0.00377-0.94),NA
ENSG00000273439,ZNF8,Zinc finger protein 8,8,10,0,0,0,0,0.00886,NA,0.00886,NA,NA,NA,NA,0.00886,0.698,3.21 (1.1-9.04),3.21 (1.1-9.04),NA
ENSG00000163092,XIRP2,Xin actin-binding repeat containing 2,62,166,0,0,0,0,0.00888,NA,0.00888,NA,NA,NA,NA,0.00888,0.698,1.5 (1.1-2.02),1.5 (1.1-2.02),NA
ENSG00000058056,USP13,Ubiquitin specific peptidase 13 (isopeptidase T-3),16,27,0,0,0,0,0.00889,NA,0.00889,NA,NA,NA,NA,0.00889,0.698,2.38 (1.2-4.58),2.38 (1.2-4.58),NA
ENSG00000174718,KIAA1551,KIAA1551,33,57,0,0,0,0,0.00898,NA,0.00898,NA,NA,NA,NA,0.00898,0.701,2.33 (1.47-3.63),2.33 (1.47-3.63),NA
ENSG00000196453,ZNF777,Zinc finger protein 777,5,0,2,10,5,19,0.009,0.781,0.009,NA,NA,NA,NA,0.009,0.701,Inf (3.68-Inf),2.81 (0.908-8.18),1.06 (0.308-2.93)
ENSG00000152034,MCHR2,Melanin-concentrating hormone receptor 2,8,9,0,0,0,0,0.00906,NA,0.00906,NA,NA,NA,NA,0.00906,0.702,3.57 (1.2-10.4),3.57 (1.2-10.4),NA
ENSG00000114113,RBP2,"Retinol binding protein 2, cellular",4,1,0,0,0,0,0.00923,NA,0.00923,NA,NA,NA,NA,0.00923,0.713,16.1 (1.59-787),16.1 (1.59-787),NA
ENSG00000157927,RADIL,Ras association and DIL domains,3,41,0,0,0,0,0.00927,NA,0.00927,NA,NA,NA,NA,0.00927,0.713,0.294 (0.0582-0.92),0.294 (0.0582-0.92),NA
ENSG00000138814,PPP3CA,"Protein phosphatase 3, catalytic subunit, alpha isozyme",3,2,0,0,8,30,0.0094,0.835,0.0094,NA,NA,NA,NA,0.0094,0.718,6.02 (0.69-72.2),6.02 (0.69-72.2),1.07 (0.424-2.39)
ENSG00000009307,CSDE1,"Cold shock domain containing E1, RNA-binding",5,5,0,0,6,4,0.0405,0.0125,0.00942,NA,NA,NA,NA,0.00942,0.718,4.01 (0.924-17.5),4.01 (0.924-17.5),6.02 (1.43-29)
ENSG00000163873,GRIK3,"Glutamate receptor, ionotropic, kainate 3",5,2,0,0,0,4,0.00949,1,0.00949,NA,NA,NA,NA,0.00949,0.718,10 (1.64-105),10 (1.64-105),0 (0-6.08)
ENSG00000127125,PPCS,Phosphopantothenoylcysteine synthetase,10,8,0,0,0,2,0.00955,1,0.00955,NA,NA,NA,NA,0.00955,0.718,5.02 (1.78-14.6),5.02 (1.78-14.6),0 (0-21.4)
ENSG00000092820,EZR,Ezrin,10,13,0,0,0,0,0.00957,NA,0.00957,NA,NA,NA,NA,0.00957,0.718,3.09 (1.21-7.63),3.09 (1.21-7.63),NA
ENSG00000198513,ATL1,Atlastin GTPase 1,6,3,0,0,1,0,0.0114,0.577,0.00958,NA,NA,NA,NA,0.00958,0.718,8.03 (1.71-49.7),8.03 (1.71-49.7),Inf (0.103-Inf)
